time_s,temp_C,pwm_pct,error
17466,20.006,100.0,3.006
17467,20.451,100.0,3.451
17468,19.743,100.0,2.743
17469,20.006,100.0,3.006
17470,20.185,100.0,3.185
17471,20.095,100.0,3.095
17472,20.006,100.0,3.006
17473,20.006,100.0,3.006
17474,20.185,100.0,3.185
17475,20.274,100.0,3.274
17476,20.095,100.0,3.095
17477,20.006,100.0,3.006
17478,20.006,100.0,3.006
17479,20.185,100.0,3.185
17480,19.918,100.0,2.918
17481,20.095,100.0,3.095
17482,19.918,100.0,2.918
17483,19.918,100.0,2.918
17484,19.918,100.0,2.918
17485,20.006,100.0,3.006
17486,19.831,100.0,2.831
17487,20.006,100.0,3.006
17488,19.831,100.0,2.831
17489,20.006,100.0,3.006
17490,19.918,100.0,2.918
17491,20.006,100.0,3.006
17492,19.831,100.0,2.831
17493,19.918,100.0,2.918
17494,20.185,100.0,3.185
17495,20.006,100.0,3.006
17496,19.831,100.0,2.831
17497,20.095,100.0,3.095
17498,20.274,100.0,3.274
17499,19.918,100.0,2.918
17500,19.918,100.0,2.918
17501,20.095,100.0,3.095
17502,20.095,100.0,3.095
17503,20.006,100.0,3.006
17504,20.006,100.0,3.006
17505,20.095,100.0,3.095
17506,20.095,100.0,3.095
17507,19.918,100.0,2.918
17508,19.918,100.0,2.918
17509,20.006,100.0,3.006
17510,20.095,100.0,3.095
17511,20.006,100.0,3.006
17512,20.006,100.0,3.006
17513,20.006,100.0,3.006
17514,20.095,100.0,3.095
17515,20.006,100.0,3.006
17516,20.006,100.0,3.006
17517,20.006,100.0,3.006
17518,20.095,100.0,3.095
17519,19.918,100.0,2.918
17520,20.006,100.0,3.006
17521,20.095,100.0,3.095
17522,20.095,100.0,3.095
17523,19.831,100.0,2.831
17524,20.185,100.0,3.185
17525,20.185,100.0,3.185
17526,20.006,100.0,3.006
17527,20.006,100.0,3.006
17528,19.918,100.0,2.918
17529,20.362,100.0,3.362
17530,19.918,100.0,2.918
17531,20.185,100.0,3.185
17532,20.095,100.0,3.095
17533,20.006,100.0,3.006
17534,19.918,100.0,2.918
17535,19.831,100.0,2.831
17536,20.006,100.0,3.006
17537,19.918,100.0,2.918
17538,19.918,100.0,2.918
17539,20.006,100.0,3.006
17540,20.185,100.0,3.185
17541,20.095,100.0,3.095
17542,20.006,100.0,3.006
17543,20.095,100.0,3.095
17544,20.006,100.0,3.006
17545,20.095,100.0,3.095
17546,19.918,100.0,2.918
17547,20.185,100.0,3.185
17548,19.918,100.0,2.918
17549,20.006,100.0,3.006
17550,20.006,100.0,3.006
17551,20.095,100.0,3.095
17552,20.006,100.0,3.006
17553,20.095,100.0,3.095
17554,20.006,100.0,3.006
17555,19.918,100.0,2.918
17556,20.006,100.0,3.006
17557,19.918,100.0,2.918
17558,20.095,100.0,3.095
17559,20.095,100.0,3.095
17560,20.006,100.0,3.006
17561,20.006,100.0,3.006
17562,20.185,100.0,3.185
17563,19.918,100.0,2.918
17564,20.006,100.0,3.006
17565,19.831,100.0,2.831
17566,20.006,100.0,3.006
17567,20.006,100.0,3.006
17568,20.006,100.0,3.006
17569,19.918,100.0,2.918
17570,20.006,100.0,3.006
17571,20.006,100.0,3.006
17572,20.095,100.0,3.095
17573,20.185,100.0,3.185
17574,20.006,100.0,3.006
17575,20.006,100.0,3.006
17576,19.655,100.0,2.655
17577,20.185,100.0,3.185
17578,19.831,100.0,2.831
17579,20.006,100.0,3.006
17580,20.095,100.0,3.095
17581,20.185,100.0,3.185
17582,19.831,100.0,2.831
17583,19.918,100.0,2.918
17584,20.006,100.0,3.006
17585,19.918,100.0,2.918
17586,20.095,100.0,3.095
17587,19.831,100.0,2.831
17588,20.095,100.0,3.095
17589,20.006,100.0,3.006
17590,20.006,100.0,3.006
17591,20.006,100.0,3.006
17592,20.095,100.0,3.095
17593,19.918,100.0,2.918
17594,19.918,100.0,2.918
17595,20.006,100.0,3.006
17596,20.185,100.0,3.185
17597,20.095,100.0,3.095
17598,19.918,100.0,2.918
17599,19.918,100.0,2.918
17600,20.006,100.0,3.006
17601,19.918,100.0,2.918
17602,20.006,100.0,3.006
17603,20.095,100.0,3.095
17604,20.006,100.0,3.006
17605,19.918,100.0,2.918
17606,20.185,100.0,3.185
17607,20.006,100.0,3.006
17608,20.006,100.0,3.006
17609,20.095,100.0,3.095
17610,20.095,100.0,3.095
17611,20.185,100.0,3.185
17612,19.918,100.0,2.918
17613,20.006,100.0,3.006
17614,20.095,100.0,3.095
17615,20.095,100.0,3.095
17616,19.831,100.0,2.831
17617,19.918,100.0,2.918
17618,20.006,100.0,3.006
17619,20.095,100.0,3.095
17620,20.095,100.0,3.095
17621,20.006,100.0,3.006
17622,19.831,100.0,2.831
17623,19.918,100.0,2.918
17624,19.918,100.0,2.918
17625,19.918,100.0,2.918
17626,20.006,100.0,3.006
17627,19.918,100.0,2.918
17628,19.918,100.0,2.918
17629,19.918,100.0,2.918
17630,19.918,100.0,2.918
17631,20.006,100.0,3.006
17632,20.185,100.0,3.185
17633,19.831,100.0,2.831
17634,20.006,100.0,3.006
17635,19.918,100.0,2.918
17636,20.006,100.0,3.006
17637,20.095,100.0,3.095
17638,19.918,100.0,2.918
17639,19.831,100.0,2.831
17640,20.006,100.0,3.006
17641,20.095,100.0,3.095
17642,19.831,100.0,2.831
17643,20.095,100.0,3.095
17644,19.918,100.0,2.918
17645,20.095,100.0,3.095
17646,20.095,100.0,3.095
17647,20.006,100.0,3.006
17648,20.095,100.0,3.095
17649,20.006,100.0,3.006
17650,20.006,100.0,3.006
17651,20.274,100.0,3.274
17652,19.918,100.0,2.918
17653,20.095,100.0,3.095
17654,19.918,100.0,2.918
17655,19.918,100.0,2.918
17656,20.006,100.0,3.006
17657,19.918,100.0,2.918
17658,19.918,100.0,2.918
17659,20.006,100.0,3.006
17660,19.918,100.0,2.918
17661,20.006,100.0,3.006
17662,20.185,100.0,3.185
17663,20.006,100.0,3.006
17664,20.095,100.0,3.095
17665,20.095,100.0,3.095
17666,20.095,100.0,3.095
17667,19.918,100.0,2.918
17668,20.095,100.0,3.095
17669,19.918,100.0,2.918
17670,19.918,100.0,2.918
17671,20.006,100.0,3.006
17672,19.918,100.0,2.918
17673,20.006,100.0,3.006
17674,19.918,100.0,2.918
17675,19.831,100.0,2.831
17676,19.918,100.0,2.918
17677,19.918,100.0,2.918
17678,20.095,100.0,3.095
17679,20.006,100.0,3.006
17680,20.185,100.0,3.185
17681,20.006,100.0,3.006
17682,19.918,100.0,2.918
17683,19.918,100.0,2.918
17684,20.095,100.0,3.095
17685,20.095,100.0,3.095
17686,19.918,100.0,2.918
17687,20.095,100.0,3.095
17688,20.095,100.0,3.095
17689,20.006,100.0,3.006
17690,20.185,100.0,3.185
17691,20.185,100.0,3.185
17692,20.006,100.0,3.006
17693,20.095,100.0,3.095
17694,19.831,100.0,2.831
17695,20.095,100.0,3.095
17696,20.095,100.0,3.095
17697,20.095,100.0,3.095
17698,20.006,100.0,3.006
17699,20.185,100.0,3.185
17700,20.006,100.0,3.006
17701,19.918,100.0,2.918
17702,20.006,100.0,3.006
17703,19.918,100.0,2.918
17704,20.095,100.0,3.095
17705,20.095,100.0,3.095
17706,19.918,100.0,2.918
17707,20.185,100.0,3.185
17708,20.006,100.0,3.006
17709,19.918,100.0,2.918
17710,19.918,100.0,2.918
17711,19.918,100.0,2.918
17712,19.918,100.0,2.918
17713,20.095,100.0,3.095
17714,20.095,100.0,3.095
17715,20.185,100.0,3.185
17716,20.006,100.0,3.006
17717,20.006,100.0,3.006
17718,20.095,100.0,3.095
17719,20.006,100.0,3.006
17720,20.006,100.0,3.006
17721,20.006,100.0,3.006
17722,19.743,100.0,2.743
17723,19.918,100.0,2.918
17724,19.918,100.0,2.918
17725,19.918,100.0,2.918
17726,20.095,100.0,3.095
17727,19.831,100.0,2.831
17728,19.918,100.0,2.918
17729,19.918,100.0,2.918
17730,20.185,100.0,3.185
17731,20.185,100.0,3.185
17732,20.095,100.0,3.095
17733,20.095,100.0,3.095
17734,20.095,100.0,3.095
17735,20.006,100.0,3.006
17736,20.006,100.0,3.006
17737,20.095,100.0,3.095
17738,20.095,100.0,3.095
17739,20.095,100.0,3.095
17740,20.185,100.0,3.185
17741,19.831,100.0,2.831
17742,19.831,100.0,2.831
17743,20.095,100.0,3.095
17744,20.185,100.0,3.185
17745,19.918,100.0,2.918
17746,19.918,100.0,2.918
17747,19.918,100.0,2.918
17748,20.006,100.0,3.006
17749,20.095,100.0,3.095
17750,20.006,100.0,3.006
17751,19.831,100.0,2.831
17752,20.362,100.0,3.362
17753,20.006,100.0,3.006
17754,19.918,100.0,2.918
17755,20.095,100.0,3.095
17756,20.006,100.0,3.006
17757,19.918,100.0,2.918
17758,20.274,100.0,3.274
17759,20.006,100.0,3.006
17760,19.831,100.0,2.831
17761,20.006,100.0,3.006
17762,19.918,100.0,2.918
17763,20.006,100.0,3.006
17764,20.006,100.0,3.006
17765,20.095,100.0,3.095
17766,20.095,100.0,3.095
17767,20.006,100.0,3.006
17768,20.006,100.0,3.006
17769,19.918,100.0,2.918
17770,19.918,100.0,2.918
17771,20.006,100.0,3.006
17772,19.918,100.0,2.918
17773,20.006,100.0,3.006
17774,20.095,100.0,3.095
17775,20.006,100.0,3.006
17776,20.095,100.0,3.095
17777,19.918,100.0,2.918
17778,20.006,100.0,3.006
17779,20.185,100.0,3.185
17780,20.006,100.0,3.006
17781,20.095,100.0,3.095
17782,20.006,100.0,3.006
17783,20.006,100.0,3.006
17784,20.185,100.0,3.185
17785,20.274,100.0,3.274
17786,20.095,100.0,3.095
17787,20.006,100.0,3.006
17788,20.185,100.0,3.185
17789,20.006,100.0,3.006
17790,20.095,100.0,3.095
17791,19.918,100.0,2.918
17792,20.095,100.0,3.095
17793,20.006,100.0,3.006
17794,20.095,100.0,3.095
17795,20.006,100.0,3.006
17796,20.095,100.0,3.095
17797,19.831,100.0,2.831
17798,20.006,100.0,3.006
17799,19.918,100.0,2.918
17800,20.095,100.0,3.095
17801,20.095,100.0,3.095
17802,20.185,100.0,3.185
17803,20.095,100.0,3.095
17804,19.918,100.0,2.918
17805,20.006,100.0,3.006
17806,20.185,100.0,3.185
17807,19.918,100.0,2.918
17808,20.006,100.0,3.006
17809,19.918,100.0,2.918
17810,20.185,100.0,3.185
17811,20.006,100.0,3.006
17812,20.006,100.0,3.006
17813,20.006,100.0,3.006
17814,20.185,100.0,3.185
17815,20.006,100.0,3.006
17816,20.006,100.0,3.006
17817,19.831,100.0,2.831
17818,19.918,100.0,2.918
17819,20.095,100.0,3.095
17820,20.006,100.0,3.006
17821,20.185,100.0,3.185
17822,19.918,100.0,2.918
17823,20.006,100.0,3.006
17824,20.095,100.0,3.095
17825,20.006,100.0,3.006
17826,20.095,100.0,3.095
17827,20.095,100.0,3.095
17828,20.095,100.0,3.095
17829,20.185,100.0,3.185
17830,20.274,100.0,3.274
17831,19.918,100.0,2.918
17832,19.831,100.0,2.831
17833,20.095,100.0,3.095
17834,20.095,100.0,3.095
17835,19.918,100.0,2.918
17836,20.006,100.0,3.006
17837,20.095,100.0,3.095
17838,19.918,100.0,2.918
17839,20.095,100.0,3.095
17840,19.918,100.0,2.918
17841,20.006,100.0,3.006
17842,20.095,100.0,3.095
17843,20.095,100.0,3.095
17844,20.006,100.0,3.006
17845,20.006,100.0,3.006
17846,20.095,100.0,3.095
17847,20.095,100.0,3.095
17848,20.095,100.0,3.095
17849,20.095,100.0,3.095
17850,19.831,100.0,2.831
17851,20.006,100.0,3.006
17852,20.006,100.0,3.006
17853,20.006,100.0,3.006
17854,20.006,100.0,3.006
17855,20.095,100.0,3.095
17856,20.006,100.0,3.006
17857,19.918,100.0,2.918
17858,19.918,100.0,2.918
17859,19.831,100.0,2.831
17860,20.006,100.0,3.006
17861,19.918,100.0,2.918
17862,19.918,100.0,2.918
17863,20.185,100.0,3.185
17864,19.918,100.0,2.918
17865,19.831,100.0,2.831
17866,20.185,100.0,3.185
17867,20.185,100.0,3.185
17868,20.095,100.0,3.095
17869,20.006,100.0,3.006
17870,20.095,100.0,3.095
17871,19.918,100.0,2.918
17872,19.918,100.0,2.918
17873,20.006,100.0,3.006
17874,20.185,100.0,3.185
17875,20.095,100.0,3.095
17876,20.006,100.0,3.006
17877,20.006,100.0,3.006
17878,20.095,100.0,3.095
17879,20.185,100.0,3.185
17880,20.095,100.0,3.095
17881,20.095,100.0,3.095
17882,19.918,100.0,2.918
17883,19.918,100.0,2.918
17884,19.918,100.0,2.918
17885,20.095,100.0,3.095
17886,20.274,100.0,3.274
17887,20.006,100.0,3.006
17888,20.006,100.0,3.006
17889,20.006,100.0,3.006
17890,20.185,100.0,3.185
17891,20.006,100.0,3.006
17892,20.185,100.0,3.185
17893,20.006,100.0,3.006
17894,20.006,100.0,3.006
17895,20.006,100.0,3.006
17896,20.274,100.0,3.274
17897,19.918,100.0,2.918
17898,20.095,100.0,3.095
17899,20.006,100.0,3.006
17900,20.185,100.0,3.185
17901,19.918,100.0,2.918
17902,20.095,100.0,3.095
17903,20.006,100.0,3.006
17904,20.274,100.0,3.274
17905,20.006,100.0,3.006
17906,20.006,100.0,3.006
17907,20.185,100.0,3.185
17908,20.095,100.0,3.095
17909,20.095,100.0,3.095
17910,20.095,100.0,3.095
17911,20.095,100.0,3.095
17912,20.006,100.0,3.006
17913,20.095,100.0,3.095
17914,20.006,100.0,3.006
17915,20.006,100.0,3.006
17916,19.831,100.0,2.831
17917,19.831,100.0,2.831
17918,20.006,100.0,3.006
17919,20.006,100.0,3.006
17920,20.095,100.0,3.095
17921,20.274,100.0,3.274
17922,20.185,100.0,3.185
17923,20.006,100.0,3.006
17924,20.006,100.0,3.006
17925,20.274,100.0,3.274
17926,20.095,100.0,3.095
17927,20.006,100.0,3.006
17928,20.185,100.0,3.185
17929,20.185,100.0,3.185
17930,20.006,100.0,3.006
17931,20.095,100.0,3.095
17932,20.095,100.0,3.095
17933,20.095,100.0,3.095
17934,20.185,100.0,3.185
17935,20.006,100.0,3.006
17936,20.006,100.0,3.006
17937,19.831,100.0,2.831
17938,19.918,100.0,2.918
17939,19.918,100.0,2.918
17940,20.006,100.0,3.006
17941,20.185,100.0,3.185
17942,19.918,100.0,2.918
17943,20.274,100.0,3.274
17944,20.006,100.0,3.006
17945,20.006,100.0,3.006
17946,20.095,100.0,3.095
17947,20.185,100.0,3.185
17948,20.095,100.0,3.095
17949,19.918,100.0,2.918
17950,20.095,100.0,3.095
17951,20.362,100.0,3.362
17952,20.095,100.0,3.095
17953,20.006,100.0,3.006
17954,20.095,100.0,3.095
17955,20.095,100.0,3.095
17956,20.095,100.0,3.095
17957,20.095,100.0,3.095
17958,20.185,100.0,3.185
17959,19.831,100.0,2.831
17960,19.831,100.0,2.831
17961,20.006,100.0,3.006
17962,20.095,100.0,3.095
17963,19.918,100.0,2.918
17964,20.095,100.0,3.095
17965,19.831,100.0,2.831
17966,20.095,100.0,3.095
17967,20.095,100.0,3.095
17968,20.006,100.0,3.006
17969,20.274,100.0,3.274
17970,20.095,100.0,3.095
17971,19.918,100.0,2.918
17972,20.006,100.0,3.006
17973,20.274,100.0,3.274
17974,19.918,100.0,2.918
17975,19.918,100.0,2.918
17976,19.918,100.0,2.918
17977,20.095,100.0,3.095
17978,20.006,100.0,3.006
17979,20.274,100.0,3.274
17980,20.095,100.0,3.095
17981,19.918,100.0,2.918
17982,19.918,100.0,2.918
17983,20.006,100.0,3.006
17984,20.185,100.0,3.185
17985,20.095,100.0,3.095
17986,19.831,100.0,2.831
17987,19.918,100.0,2.918
17988,19.918,100.0,2.918
17989,19.918,100.0,2.918
17990,20.006,100.0,3.006
17991,19.918,100.0,2.918
17992,20.095,100.0,3.095
17993,20.006,100.0,3.006
17994,20.006,100.0,3.006
17995,20.006,100.0,3.006
17996,20.095,100.0,3.095
17997,19.918,100.0,2.918
17998,20.185,100.0,3.185
17999,20.006,100.0,3.006
18000,20.274,100.0,3.274
18001,20.095,100.0,3.095
18002,19.918,100.0,2.918
18003,20.006,100.0,3.006
18004,19.743,100.0,2.743
18005,20.006,100.0,3.006
18006,20.095,100.0,3.095
18007,20.095,100.0,3.095
18008,20.006,100.0,3.006
18009,20.006,100.0,3.006
18010,20.006,100.0,3.006
18011,19.918,100.0,2.918
18012,20.006,100.0,3.006
18013,20.185,100.0,3.185
18014,20.095,100.0,3.095
18015,20.095,100.0,3.095
18016,20.185,100.0,3.185
18017,19.831,100.0,2.831
18018,20.006,100.0,3.006
18019,20.095,100.0,3.095
18020,20.006,100.0,3.006
18021,19.918,100.0,2.918
18022,20.006,100.0,3.006
18023,20.095,100.0,3.095
18024,20.006,100.0,3.006
18025,20.095,100.0,3.095
18026,19.918,100.0,2.918
18027,20.095,100.0,3.095
18028,20.095,100.0,3.095
18029,20.095,100.0,3.095
18030,19.918,100.0,2.918
18031,20.006,100.0,3.006
18032,20.095,100.0,3.095
18033,20.006,100.0,3.006
18034,19.918,100.0,2.918
18035,20.006,100.0,3.006
18036,20.006,100.0,3.006
18037,20.006,100.0,3.006
18038,19.831,100.0,2.831
18039,20.006,100.0,3.006
18040,20.006,100.0,3.006
18041,20.006,100.0,3.006
18042,19.831,100.0,2.831
18043,19.918,100.0,2.918
18044,19.918,100.0,2.918
18045,20.185,100.0,3.185
18046,20.006,100.0,3.006
18047,20.006,100.0,3.006
18048,19.831,100.0,2.831
18049,20.185,100.0,3.185
18050,19.831,100.0,2.831
18051,19.918,100.0,2.918
18052,20.006,100.0,3.006
18053,20.006,100.0,3.006
18054,19.918,100.0,2.918
18055,20.006,100.0,3.006
18056,20.095,100.0,3.095
18057,19.918,100.0,2.918
18058,20.006,100.0,3.006
18059,20.274,100.0,3.274
18060,19.831,100.0,2.831
18061,19.918,100.0,2.918
18062,19.918,100.0,2.918
18063,20.006,100.0,3.006
18064,20.095,100.0,3.095
18065,19.918,100.0,2.918
18066,20.095,100.0,3.095
18067,20.006,100.0,3.006
18068,20.006,100.0,3.006
18069,19.918,100.0,2.918
18070,19.918,100.0,2.918
18071,19.831,100.0,2.831
18072,20.095,100.0,3.095
18073,20.006,100.0,3.006
18074,20.006,100.0,3.006
18075,20.006,100.0,3.006
18076,20.006,100.0,3.006
18077,20.095,100.0,3.095
18078,20.006,100.0,3.006
18079,20.006,100.0,3.006
18080,20.095,100.0,3.095
18081,20.095,100.0,3.095
18082,20.185,100.0,3.185
18083,20.095,100.0,3.095
18084,20.006,100.0,3.006
18085,20.006,100.0,3.006
18086,19.918,100.0,2.918
18087,20.095,100.0,3.095
18088,20.006,100.0,3.006
18089,20.006,100.0,3.006
18090,20.095,100.0,3.095
18091,20.006,100.0,3.006
18092,20.006,100.0,3.006
18093,20.095,100.0,3.095
18094,20.095,100.0,3.095
18095,20.185,100.0,3.185
18096,19.918,100.0,2.918
18097,20.006,100.0,3.006
18098,19.918,100.0,2.918
18099,20.185,100.0,3.185
18100,19.831,100.0,2.831
18101,20.185,100.0,3.185
18102,20.095,100.0,3.095
18103,20.185,100.0,3.185
18104,20.006,100.0,3.006
18105,20.006,100.0,3.006
18106,19.918,100.0,2.918
18107,20.006,100.0,3.006
18108,20.095,100.0,3.095
18109,19.831,100.0,2.831
18110,20.185,100.0,3.185
18111,19.918,100.0,2.918
18112,20.006,100.0,3.006
18113,20.185,100.0,3.185
18114,20.095,100.0,3.095
18115,20.095,100.0,3.095
18116,20.006,100.0,3.006
18117,20.006,100.0,3.006
18118,20.006,100.0,3.006
18119,20.006,100.0,3.006
18120,19.918,100.0,2.918
18121,20.095,100.0,3.095
18122,20.006,100.0,3.006
18123,19.918,100.0,2.918
18124,19.918,100.0,2.918
18125,20.006,100.0,3.006
18126,20.185,100.0,3.185
18127,20.095,100.0,3.095
18128,20.006,100.0,3.006
18129,19.918,100.0,2.918
18130,20.095,100.0,3.095
18131,20.185,100.0,3.185
18132,19.918,100.0,2.918
18133,19.918,100.0,2.918
18134,19.831,100.0,2.831
18135,19.831,100.0,2.831
18136,20.006,100.0,3.006
18137,19.918,100.0,2.918
18138,20.095,100.0,3.095
18139,19.918,100.0,2.918
18140,20.185,100.0,3.185
18141,19.918,100.0,2.918
18142,20.095,100.0,3.095
18143,20.095,100.0,3.095
18144,20.006,100.0,3.006
18145,20.185,100.0,3.185
18146,20.095,100.0,3.095
18147,20.274,100.0,3.274
18148,19.918,100.0,2.918
18149,20.185,100.0,3.185
18150,20.095,100.0,3.095
18151,20.095,100.0,3.095
18152,19.831,100.0,2.831
18158,19.918,100.0,2.918
18159,20.095,100.0,3.095
18160,20.006,100.0,3.006
18161,20.006,100.0,3.006
18162,19.831,100.0,2.831
18163,20.274,100.0,3.274
18164,20.185,100.0,3.185
18165,20.006,100.0,3.006
18166,19.918,100.0,2.918
18167,20.274,100.0,3.274
18168,20.006,100.0,3.006
18169,20.185,100.0,3.185
18170,19.918,100.0,2.918
18171,19.918,100.0,2.918
18172,20.095,100.0,3.095
18173,20.185,100.0,3.185
18174,20.006,100.0,3.006
18175,19.918,100.0,2.918
18176,20.006,100.0,3.006
18177,20.006,100.0,3.006
18178,20.185,100.0,3.185
18179,20.095,100.0,3.095
18180,20.006,100.0,3.006
18181,20.006,100.0,3.006
18182,20.006,100.0,3.006
18183,20.185,100.0,3.185
18184,20.095,100.0,3.095
18185,20.006,100.0,3.006
18186,20.185,100.0,3.185
18187,20.274,100.0,3.274
18188,20.006,100.0,3.006
18189,19.918,100.0,2.918
18190,20.274,100.0,3.274
18191,20.095,100.0,3.095
18192,20.095,100.0,3.095
18193,20.095,100.0,3.095
18194,20.095,100.0,3.095
18195,20.095,100.0,3.095
18196,19.831,100.0,2.831
18197,20.095,100.0,3.095
18198,20.006,100.0,3.006
18199,20.006,100.0,3.006
18200,20.185,100.0,3.185
18201,20.274,100.0,3.274
18202,20.185,100.0,3.185
18203,20.185,100.0,3.185
18204,20.274,100.0,3.274
18205,20.274,100.0,3.274
18206,20.095,100.0,3.095
18207,20.006,100.0,3.006
18208,20.095,100.0,3.095
18209,20.006,100.0,3.006
18210,20.095,100.0,3.095
18211,19.918,100.0,2.918
18212,20.185,100.0,3.185
18213,20.185,100.0,3.185
18214,20.095,100.0,3.095
18215,20.095,100.0,3.095
18216,20.185,100.0,3.185
18217,20.095,100.0,3.095
18218,20.185,100.0,3.185
18219,20.095,100.0,3.095
18220,20.185,100.0,3.185
18221,20.095,100.0,3.095
18222,20.185,100.0,3.185
18223,20.095,100.0,3.095
18224,20.006,100.0,3.006
18225,20.006,100.0,3.006
18226,20.095,100.0,3.095
18227,20.185,100.0,3.185
18228,20.095,100.0,3.095
18229,20.095,100.0,3.095
18230,19.918,100.0,2.918
18231,20.362,100.0,3.362
18232,20.095,100.0,3.095
18233,19.918,100.0,2.918
18234,19.918,100.0,2.918
18235,20.095,100.0,3.095
18236,20.095,100.0,3.095
18237,20.006,100.0,3.006
18238,20.006,100.0,3.006
18239,20.185,100.0,3.185
18240,20.095,100.0,3.095
18241,20.095,100.0,3.095
18242,20.006,100.0,3.006
18243,20.095,100.0,3.095
18244,20.095,100.0,3.095
18245,20.095,100.0,3.095
18246,20.095,100.0,3.095
18247,20.006,100.0,3.006
18248,20.095,100.0,3.095
18249,20.095,100.0,3.095
18250,20.362,100.0,3.362
18251,20.095,100.0,3.095
18252,20.006,100.0,3.006
18253,20.006,100.0,3.006
18254,20.362,100.0,3.362
18255,19.918,100.0,2.918
18256,19.918,100.0,2.918
18257,20.185,100.0,3.185
18258,20.185,100.0,3.185
18259,20.274,100.0,3.274
18260,20.095,100.0,3.095
18261,20.185,100.0,3.185
18262,19.918,100.0,2.918
18263,20.274,100.0,3.274
18264,20.095,100.0,3.095
18265,19.831,100.0,2.831
18266,20.185,100.0,3.185
18267,20.095,100.0,3.095
18268,20.185,100.0,3.185
18269,20.006,100.0,3.006
18270,19.918,100.0,2.918
18271,20.274,100.0,3.274
18272,19.918,100.0,2.918
18273,20.451,100.0,3.451
18274,20.006,100.0,3.006
18275,20.095,100.0,3.095
18276,20.095,100.0,3.095
18277,20.095,100.0,3.095
18278,20.006,100.0,3.006
18279,19.918,100.0,2.918
18280,20.095,100.0,3.095
18281,19.918,100.0,2.918
18282,20.451,100.0,3.451
18283,20.006,100.0,3.006
18284,19.918,100.0,2.918
18285,20.274,100.0,3.274
18286,20.095,100.0,3.095
18287,20.095,100.0,3.095
18288,19.918,100.0,2.918
18289,20.006,100.0,3.006
18290,20.185,100.0,3.185
18291,20.006,100.0,3.006
18292,20.274,100.0,3.274
18293,20.006,100.0,3.006
18294,19.831,100.0,2.831
18295,20.185,100.0,3.185
18296,20.006,100.0,3.006
18297,20.095,100.0,3.095
18298,20.095,100.0,3.095
18299,20.095,100.0,3.095
18300,20.006,100.0,3.006
18301,20.185,100.0,3.185
18302,20.095,100.0,3.095
18303,20.274,100.0,3.274
18304,20.095,100.0,3.095
18305,20.006,100.0,3.006
18306,20.274,100.0,3.274
18307,20.095,100.0,3.095
18308,20.185,100.0,3.185
18309,20.095,100.0,3.095
18310,20.095,100.0,3.095
18311,20.095,100.0,3.095
18312,20.185,100.0,3.185
18313,20.185,100.0,3.185
18314,20.095,100.0,3.095
18315,19.918,100.0,2.918
18316,20.095,100.0,3.095
18317,20.095,100.0,3.095
18318,20.006,100.0,3.006
18319,20.006,100.0,3.006
18320,20.185,100.0,3.185
18321,20.006,100.0,3.006
18322,20.095,100.0,3.095
18323,20.185,100.0,3.185
18324,20.451,100.0,3.451
18325,20.006,100.0,3.006
18326,20.095,100.0,3.095
18327,20.095,100.0,3.095
18328,20.095,100.0,3.095
18329,20.274,100.0,3.274
18330,19.918,100.0,2.918
18331,20.095,100.0,3.095
18332,20.095,100.0,3.095
18333,20.095,100.0,3.095
18334,20.274,100.0,3.274
18335,20.095,100.0,3.095
18336,20.095,100.0,3.095
18337,20.185,100.0,3.185
18338,20.006,100.0,3.006
18339,20.362,100.0,3.362
18340,20.095,100.0,3.095
18341,20.185,100.0,3.185
18342,20.185,100.0,3.185
18343,20.274,100.0,3.274
18344,20.095,100.0,3.095
18345,20.095,100.0,3.095
18346,20.006,100.0,3.006
18347,20.095,100.0,3.095
18348,20.274,100.0,3.274
18349,20.185,100.0,3.185
18350,20.095,100.0,3.095
18351,20.095,100.0,3.095
18352,20.095,100.0,3.095
18353,20.274,100.0,3.274
18354,19.918,100.0,2.918
18355,20.185,100.0,3.185
18356,20.095,100.0,3.095
18357,20.185,100.0,3.185
18358,20.095,100.0,3.095
18359,20.006,100.0,3.006
18360,20.095,100.0,3.095
18361,20.006,100.0,3.006
18362,20.006,100.0,3.006
18363,20.095,100.0,3.095
18364,20.095,100.0,3.095
18365,20.006,100.0,3.006
18366,20.274,100.0,3.274
18367,20.185,100.0,3.185
18368,19.918,100.0,2.918
18369,20.274,100.0,3.274
18370,20.095,100.0,3.095
18371,20.274,100.0,3.274
18372,20.006,100.0,3.006
18373,20.006,100.0,3.006
18374,20.451,100.0,3.451
18375,20.006,100.0,3.006
18376,20.274,100.0,3.274
18377,19.918,100.0,2.918
18378,20.095,100.0,3.095
18379,20.006,100.0,3.006
18380,19.918,100.0,2.918
18381,20.185,100.0,3.185
18382,20.006,100.0,3.006
18383,20.006,100.0,3.006
18384,20.185,100.0,3.185
18385,20.006,100.0,3.006
18386,20.006,100.0,3.006
18387,20.095,100.0,3.095
18388,20.006,100.0,3.006
18389,20.185,100.0,3.185
18390,20.006,100.0,3.006
18391,20.274,100.0,3.274
18392,20.362,100.0,3.362
18393,20.185,100.0,3.185
18394,20.274,100.0,3.274
18395,20.006,100.0,3.006
18396,20.185,100.0,3.185
18397,20.006,100.0,3.006
18398,20.006,100.0,3.006
18399,20.274,100.0,3.274
18400,20.451,100.0,3.451
18401,20.006,100.0,3.006
18402,19.918,100.0,2.918
